mode,total_return_pct,max_drawdown_pct,sharpe,final_equity,max_position_usdt,n_fills,n_rebalances,commissions_usdt,grid_span_pct,max_levels_per_side,rebalance_interval_bars,max_exposure_budget_mult,trend_filter_enabled,trend_min_dist_pct
mixed,-5.036,-13.973,-2.666,94965.7,114248.0,1519,103,1740.6,2.0,6,192,3.0,False,3.0
range,8.436,-1.096,16.196,108435.5,113115.0,1454,103,1847.2,2.0,6,192,3.0,False,3.0
mixed,-1.175,-11.871,-0.717,98821.5,128126.0,1023,96,1126.2,2.0,6,192,3.0,True,1.0
range,2.653,-2.54,5.5,102652.2,147400.0,1243,101,1543.5,2.0,6,192,3.0,True,1.0
mixed,-2.592,-10.127,-1.61,97409.4,122730.0,1303,98,1463.0,2.0,6,192,3.0,True,2.0
range,8.436,-1.096,16.196,108435.5,113115.0,1454,103,1847.2,2.0,6,192,3.0,True,2.0
mixed,-3.537,-11.973,-2.419,96464.6,119981.0,1322,100,1492.7,2.0,6,192,3.0,True,3.0
range,8.436,-1.096,16.196,108435.5,113115.0,1454,103,1847.2,2.0,6,192,3.0,True,3.0
mixed,-0.16,-13.264,0.257,99841.8,197802.0,1660,103,1865.2,2.0,6,192,6.0,False,1.0
range,10.829,-1.092,18.906,110828.5,176546.0,1669,103,2097.2,2.0,6,192,6.0,False,1.0
mixed,-0.16,-13.264,0.257,99841.8,197802.0,1660,103,1865.2,2.0,6,192,6.0,False,2.0
range,10.829,-1.092,18.906,110828.5,176546.0,1669,103,2097.2,2.0,6,192,6.0,False,2.0
mixed,-0.16,-13.264,0.257,99841.8,197802.0,1660,103,1865.2,2.0,6,192,6.0,False,3.0
range,10.829,-1.092,18.906,110828.5,176546.0,1669,103,2097.2,2.0,6,192,6.0,False,3.0
mixed,-4.919,-14.977,-3.082,95077.2,213772.0,1174,101,1283.3,2.0,6,192,6.0,True,1.0
range,1.737,-1.803,3.473,101736.7,165030.0,1414,103,1771.0,2.0,6,192,6.0,True,1.0
mixed,-7.203,-11.7,-4.007,92798.7,220604.0,1373,101,1527.7,2.0,6,192,6.0,True,2.0
range,10.628,-1.262,18.324,110627.9,188207.0,1677,103,2089.0,2.0,6,192,6.0,True,2.0
mixed,-5.556,-11.413,-3.175,94446.2,225508.0,1427,101,1589.5,2.0,6,192,6.0,True,3.0
range,10.829,-1.092,18.906,110828.5,176546.0,1669,103,2097.2,2.0,6,192,6.0,True,3.0
mixed,9.3,-10.708,4.397,109302.0,344521.0,1713,103,1924.7,2.0,6,192,10.0,False,1.0
range,7.906,-2.58,12.507,107905.9,281208.0,1706,103,2143.6,2.0,6,192,10.0,False,1.0
mixed,9.3,-10.708,4.397,109302.0,344521.0,1713,103,1924.7,2.0,6,192,10.0,False,2.0
range,7.906,-2.58,12.507,107905.9,281208.0,1706,103,2143.6,2.0,6,192,10.0,False,2.0
mixed,9.3,-10.708,4.397,109302.0,344521.0,1713,103,1924.7,2.0,6,192,10.0,False,3.0
range,7.906,-2.58,12.507,107905.9,281208.0,1706,103,2143.6,2.0,6,192,10.0,False,3.0
mixed,-0.108,-12.314,0.289,99888.0,354143.0,1214,101,1330.6,2.0,6,192,10.0,True,1.0
range,1.986,-1.803,3.789,101985.7,166446.0,1421,103,1785.1,2.0,6,192,10.0,True,1.0
mixed,-3.171,-11.488,-1.04,96830.4,339240.0,1498,102,1655.0,2.0,6,192,10.0,True,2.0
range,7.677,-2.204,12.438,107676.2,267175.0,1711,103,2148.5,2.0,6,192,10.0,True,2.0
mixed,2.13,-10.921,1.333,102132.3,366495.0,1561,101,1742.6,2.0,6,192,10.0,True,3.0
range,7.906,-2.58,12.507,107905.9,281208.0,1706,103,2143.6,2.0,6,192,10.0,True,3.0
mixed,-30.212,-42.981,-12.517,69796.9,162870.0,6220,409,6064.4,2.0,8,48,3.0,False,1.0
range,22.994,-2.288,28.099,122997.8,134977.0,7335,409,7390.6,2.0,8,48,3.0,False,1.0
mixed,-30.212,-42.981,-12.517,69796.9,162870.0,6220,409,6064.4,2.0,8,48,3.0,False,2.0
range,22.994,-2.288,28.099,122997.8,134977.0,7335,409,7390.6,2.0,8,48,3.0,False,2.0
mixed,-30.212,-42.981,-12.517,69796.9,162870.0,6220,409,6064.4,2.0,8,48,3.0,False,3.0
range,22.994,-2.288,28.099,122997.8,134977.0,7335,409,7390.6,2.0,8,48,3.0,False,3.0
mixed,9.625,-22.564,4.793,109621.5,152950.0,4286,371,4364.5,2.0,8,48,3.0,True,1.0
range,9.498,-4.748,12.048,109501.9,141390.0,6066,403,6447.9,2.0,8,48,3.0,True,1.0
mixed,-4.793,-19.465,-1.883,95219.3,158455.0,5586,399,5395.7,2.0,8,48,3.0,True,2.0
range,23.33,-2.155,29.26,123333.9,143272.0,7241,408,7252.7,2.0,8,48,3.0,True,2.0
mixed,-16.543,-28.074,-6.215,83468.1,158667.0,6023,403,5782.9,2.0,8,48,3.0,True,3.0
range,22.994,-2.288,28.099,122997.8,134977.0,7335,409,7390.6,2.0,8,48,3.0,True,3.0
mixed,-26.187,-33.406,-7.879,73822.3,243361.0,6794,409,6337.3,2.0,8,48,6.0,False,1.0
range,30.915,-2.586,34.394,130918.6,183710.0,7921,409,7686.9,2.0,8,48,6.0,False,1.0
mixed,-26.187,-33.406,-7.879,73822.3,243361.0,6794,409,6337.3,2.0,8,48,6.0,False,2.0
range,30.915,-2.586,34.394,130918.6,183710.0,7921,409,7686.9,2.0,8,48,6.0,False,2.0
mixed,-26.187,-33.406,-7.879,73822.3,243361.0,6794,409,6337.3,2.0,8,48,6.0,False,3.0
range,30.915,-2.586,34.394,130918.6,183710.0,7921,409,7686.9,2.0,8,48,6.0,False,3.0
mixed,-21.056,-35.047,-7.304,78941.9,223301.0,4665,386,4593.3,2.0,8,48,6.0,True,1.0
range,7.292,-6.854,8.206,107295.3,192555.0,6744,408,6840.1,2.0,8,48,6.0,True,1.0
mixed,7.077,-19.008,2.896,107090.8,238034.0,6154,403,5708.6,2.0,8,48,6.0,True,2.0
range,27.439,-4.056,30.941,127443.4,183762.0,7804,409,7562.1,2.0,8,48,6.0,True,2.0
mixed,-13.132,-26.941,-3.583,86879.7,240394.0,6480,406,5993.9,2.0,8,48,6.0,True,3.0
range,30.915,-2.586,34.394,130918.6,183710.0,7921,409,7686.9,2.0,8,48,6.0,True,3.0
mixed,-14.268,-26.687,-3.318,85743.1,360953.0,7075,409,6513.0,2.0,8,48,10.0,False,1.0
range,28.727,-3.789,28.931,128731.3,303504.0,7977,409,7730.7,2.0,8,48,10.0,False,1.0
mixed,-14.268,-26.687,-3.318,85743.1,360953.0,7075,409,6513.0,2.0,8,48,10.0,False,2.0
range,28.727,-3.789,28.931,128731.3,303504.0,7977,409,7730.7,2.0,8,48,10.0,False,2.0
mixed,-14.268,-26.687,-3.318,85743.1,360953.0,7075,409,6513.0,2.0,8,48,10.0,False,3.0
range,28.727,-3.789,28.931,128731.3,303504.0,7977,409,7730.7,2.0,8,48,10.0,False,3.0
mixed,-2.013,-25.88,-0.278,97983.9,324802.0,5010,401,4889.3,2.0,8,48,10.0,True,1.0
range,7.798,-6.854,8.309,107801.8,307554.0,6866,409,6910.1,2.0,8,48,10.0,True,1.0
mixed,3.273,-22.753,1.468,103286.5,374814.0,6164,405,5702.2,2.0,8,48,10.0,True,2.0
range,27.08,-4.056,26.509,127084.4,302101.0,7890,409,7649.7,2.0,8,48,10.0,True,2.0
mixed,-11.175,-25.554,-2.318,88837.2,377996.0,6612,408,6065.9,2.0,8,48,10.0,True,3.0
range,28.727,-3.789,28.931,128731.3,303504.0,7977,409,7730.7,2.0,8,48,10.0,True,3.0
mixed,-7.73,-12.127,-3.933,92282.2,125985.0,3334,205,3398.1,2.0,8,96,3.0,False,1.0
range,28.63,-4.083,36.679,128634.0,197535.0,3710,205,4061.9,2.0,8,96,3.0,False,1.0
mixed,-7.73,-12.127,-3.933,92282.2,125985.0,3334,205,3398.1,2.0,8,96,3.0,False,2.0
range,28.63,-4.083,36.679,128634.0,197535.0,3710,205,4061.9,2.0,8,96,3.0,False,2.0
mixed,-7.73,-12.127,-3.933,92282.2,125985.0,3334,205,3398.1,2.0,8,96,3.0,False,3.0
range,28.63,-4.083,36.679,128634.0,197535.0,3710,205,4061.9,2.0,8,96,3.0,False,3.0
mixed,7.134,-17.275,4.623,107131.1,183368.0,2211,189,2305.6,2.0,8,96,3.0,True,1.0
range,21.396,-2.502,30.131,121399.4,152610.0,3072,194,3434.2,2.0,8,96,3.0,True,1.0
mixed,4.38,-9.753,3.084,104394.1,137089.0,2988,200,2970.2,2.0,8,96,3.0,True,2.0
range,25.634,-4.083,34.237,125637.8,197535.0,3691,205,4007.5,2.0,8,96,3.0,True,2.0
mixed,6.858,-11.914,4.318,106872.5,140405.0,3164,201,3181.4,2.0,8,96,3.0,True,3.0
range,28.63,-4.083,36.679,128634.0,197535.0,3710,205,4061.9,2.0,8,96,3.0,True,3.0
mixed,22.845,-10.474,10.666,122861.7,197468.0,3734,205,3666.1,2.0,8,96,6.0,False,1.0
range,33.069,-3.575,34.752,133073.4,240194.0,4128,205,4324.4,2.0,8,96,6.0,False,1.0
mixed,22.845,-10.474,10.666,122861.7,197468.0,3734,205,3666.1,2.0,8,96,6.0,False,2.0
range,33.069,-3.575,34.752,133073.4,240194.0,4128,205,4324.4,2.0,8,96,6.0,False,2.0
mixed,22.845,-10.474,10.666,122861.7,197468.0,3734,205,3666.1,2.0,8,96,6.0,False,3.0
range,33.069,-3.575,34.752,133073.4,240194.0,4128,205,4324.4,2.0,8,96,6.0,False,3.0
mixed,-8.944,-18.944,-4.726,91052.7,239935.0,2653,202,2675.2,2.0,8,96,6.0,True,1.0
range,15.449,-3.984,19.122,115452.9,230819.0,3385,201,3652.5,2.0,8,96,6.0,True,1.0
mixed,10.945,-14.799,5.726,110959.3,190042.0,3408,205,3256.3,2.0,8,96,6.0,True,2.0
range,32.027,-3.575,33.348,132031.3,239373.0,4131,205,4322.3,2.0,8,96,6.0,True,2.0
mixed,23.69,-10.484,12.222,123706.0,202548.0,3538,203,3411.4,2.0,8,96,6.0,True,3.0
range,33.069,-3.575,34.752,133073.4,240194.0,4128,205,4324.4,2.0,8,96,6.0,True,3.0
mixed,24.104,-8.563,11.558,124120.9,223441.0,3942,205,3843.8,2.0,8,96,10.0,False,1.0
range,35.287,-3.386,34.168,135290.9,348657.0,4315,205,4456.1,2.0,8,96,10.0,False,1.0
mixed,24.104,-8.563,11.558,124120.9,223441.0,3942,205,3843.8,2.0,8,96,10.0,False,2.0
range,35.287,-3.386,34.168,135290.9,348657.0,4315,205,4456.1,2.0,8,96,10.0,False,2.0
mixed,24.104,-8.563,11.558,124120.9,223441.0,3942,205,3843.8,2.0,8,96,10.0,False,3.0
range,35.287,-3.386,34.168,135290.9,348657.0,4315,205,4456.1,2.0,8,96,10.0,False,3.0
mixed,-6.437,-22.215,-2.544,93559.8,282282.0,2756,204,2741.1,2.0,8,96,10.0,True,1.0
range,20.604,-4.532,22.579,120608.2,358917.0,3574,203,3815.1,2.0,8,96,10.0,True,1.0
mixed,13.273,-10.954,6.726,113288.5,241528.0,3544,205,3399.3,2.0,8,96,10.0,True,2.0
range,34.104,-3.386,33.657,134107.9,352798.0,4295,205,4429.0,2.0,8,96,10.0,True,2.0
mixed,28.587,-12.206,12.187,128604.2,275457.0,3739,205,3596.1,2.0,8,96,10.0,True,3.0
range,35.287,-3.386,34.168,135290.9,348657.0,4315,205,4456.1,2.0,8,96,10.0,True,3.0
mixed,9.785,-12.814,5.73,109799.9,111894.0,1964,103,2130.5,2.0,8,192,3.0,False,1.0
range,13.835,-1.817,21.53,113838.8,176554.0,1931,103,2179.0,2.0,8,192,3.0,False,1.0
mixed,9.785,-12.814,5.73,109799.9,111894.0,1964,103,2130.5,2.0,8,192,3.0,False,2.0
range,13.835,-1.817,21.53,113838.8,176554.0,1931,103,2179.0,2.0,8,192,3.0,False,2.0
mixed,9.785,-12.814,5.73,109799.9,111894.0,1964,103,2130.5,2.0,8,192,3.0,False,3.0
range,13.835,-1.817,21.53,113838.8,176554.0,1931,103,2179.0,2.0,8,192,3.0,False,3.0
mixed,7.269,-13.137,4.955,107265.2,90853.0,1419,97,1492.5,2.0,8,192,3.0,True,1.0
range,7.484,-1.415,13.328,107486.9,160405.0,1695,97,1895.5,2.0,8,192,3.0,True,1.0
mixed,9.359,-11.928,5.442,109373.3,119596.0,1734,99,1861.7,2.0,8,192,3.0,True,2.0
range,13.835,-1.817,21.53,113838.8,176554.0,1931,103,2179.0,2.0,8,192,3.0,True,2.0
mixed,12.653,-11.756,6.962,112668.0,133316.0,1743,100,1857.7,2.0,8,192,3.0,True,3.0
range,13.835,-1.817,21.53,113838.8,176554.0,1931,103,2179.0,2.0,8,192,3.0,True,3.0
mixed,17.812,-10.596,8.82,117828.0,172691.0,2223,103,2312.4,2.0,8,192,6.0,False,1.0
range,11.721,-3.172,16.464,111724.5,213318.0,2201,103,2370.5,2.0,8,192,6.0,False,1.0
mixed,17.812,-10.596,8.82,117828.0,172691.0,2223,103,2312.4,2.0,8,192,6.0,False,2.0
range,11.721,-3.172,16.464,111724.5,213318.0,2201,103,2370.5,2.0,8,192,6.0,False,2.0
mixed,17.812,-10.596,8.82,117828.0,172691.0,2223,103,2312.4,2.0,8,192,6.0,False,3.0
range,11.721,-3.172,16.464,111724.5,213318.0,2201,103,2370.5,2.0,8,192,6.0,False,3.0
mixed,7.423,-13.437,4.175,107420.0,177735.0,1600,102,1645.2,2.0,8,192,6.0,True,1.0
range,5.139,-2.058,8.769,105142.6,181145.0,1943,102,2091.8,2.0,8,192,6.0,True,1.0
mixed,15.405,-8.018,8.916,115419.8,219530.0,2009,103,2070.9,2.0,8,192,6.0,True,2.0
range,12.691,-2.119,19.267,112694.4,185805.0,2327,103,2478.7,2.0,8,192,6.0,True,2.0
mixed,17.374,-8.686,9.425,117389.8,205564.0,2081,103,2163.4,2.0,8,192,6.0,True,3.0
range,11.721,-3.172,16.464,111724.5,213318.0,2201,103,2370.5,2.0,8,192,6.0,True,3.0
mixed,27.243,-9.425,12.295,127259.7,227615.0,2374,103,2474.1,2.0,8,192,10.0,False,1.0
range,10.707,-3.997,13.81,110710.5,302134.0,2387,103,2549.4,2.0,8,192,10.0,False,1.0
mixed,27.243,-9.425,12.295,127259.7,227615.0,2374,103,2474.1,2.0,8,192,10.0,False,2.0
range,10.707,-3.997,13.81,110710.5,302134.0,2387,103,2549.4,2.0,8,192,10.0,False,2.0
mixed,27.243,-9.425,12.295,127259.7,227615.0,2374,103,2474.1,2.0,8,192,10.0,False,3.0
range,10.707,-3.997,13.81,110710.5,302134.0,2387,103,2549.4,2.0,8,192,10.0,False,3.0
mixed,11.137,-11.548,5.958,111133.5,288661.0,1688,103,1732.2,2.0,8,192,10.0,True,1.0
range,7.483,-1.862,11.935,107486.0,214026.0,2001,103,2142.1,2.0,8,192,10.0,True,1.0
mixed,21.077,-8.378,11.024,121093.5,271261.0,2152,103,2200.7,2.0,8,192,10.0,True,2.0
range,10.939,-3.673,14.347,110942.5,266710.0,2394,103,2544.2,2.0,8,192,10.0,True,2.0
mixed,23.929,-8.016,11.893,123944.9,247177.0,2244,103,2319.6,2.0,8,192,10.0,True,3.0
range,10.707,-3.997,13.81,110710.5,302134.0,2387,103,2549.4,2.0,8,192,10.0,True,3.0
mixed,-2.01,-12.911,-0.712,97987.2,117342.0,3753,409,4887.4,3.5,4,48,3.0,False,1.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,3.5,4,48,3.0,False,1.0
mixed,-2.01,-12.911,-0.712,97987.2,117342.0,3753,409,4887.4,3.5,4,48,3.0,False,2.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,3.5,4,48,3.0,False,2.0
mixed,-2.01,-12.911,-0.712,97987.2,117342.0,3753,409,4887.4,3.5,4,48,3.0,False,3.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,3.5,4,48,3.0,False,3.0
mixed,-7.637,-27.661,-3.743,92359.4,146297.0,2517,384,3153.8,3.5,4,48,3.0,True,1.0
range,-7.08,-8.104,-10.924,92920.1,121805.0,3231,403,4551.9,3.5,4,48,3.0,True,1.0
mixed,-3.191,-15.186,-1.155,96805.8,129170.0,3199,403,4007.2,3.5,4,48,3.0,True,2.0
range,16.693,-1.893,26.762,116692.7,99256.0,3958,409,5538.2,3.5,4,48,3.0,True,2.0
mixed,-7.516,-14.606,-2.984,92481.1,125610.0,3499,405,4387.1,3.5,4,48,3.0,True,3.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,3.5,4,48,3.0,True,3.0
mixed,40.521,-10.081,16.676,140516.7,206962.0,3967,409,5137.7,3.5,4,48,6.0,False,1.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,3.5,4,48,6.0,False,1.0
mixed,40.521,-10.081,16.676,140516.7,206962.0,3967,409,5137.7,3.5,4,48,6.0,False,2.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,3.5,4,48,6.0,False,2.0
mixed,40.521,-10.081,16.676,140516.7,206962.0,3967,409,5137.7,3.5,4,48,6.0,False,3.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,3.5,4,48,6.0,False,3.0
mixed,-15.207,-25.359,-6.978,84790.1,205420.0,2718,397,3378.9,3.5,4,48,6.0,True,1.0
range,-5.29,-8.066,-6.972,94709.9,189228.0,3414,406,4789.9,3.5,4,48,6.0,True,1.0
mixed,4.467,-14.344,2.198,104463.9,224106.0,3383,406,4190.6,3.5,4,48,6.0,True,2.0
range,16.069,-4.05,20.351,116068.3,158050.0,4117,409,5732.0,3.5,4,48,6.0,True,2.0
mixed,11.737,-11.181,5.333,111733.9,222193.0,3711,408,4662.3,3.5,4,48,6.0,True,3.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,3.5,4,48,6.0,True,3.0
mixed,46.75,-10.081,18.181,146745.2,248349.0,4058,409,5242.9,3.5,4,48,10.0,False,1.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,3.5,4,48,10.0,False,1.0
mixed,46.75,-10.081,18.181,146745.2,248349.0,4058,409,5242.9,3.5,4,48,10.0,False,2.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,3.5,4,48,10.0,False,2.0
mixed,46.75,-10.081,18.181,146745.2,248349.0,4058,409,5242.9,3.5,4,48,10.0,False,3.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,3.5,4,48,10.0,False,3.0
mixed,-19.685,-30.058,-7.811,80311.7,302930.0,2827,404,3510.3,3.5,4,48,10.0,True,1.0
range,-4.368,-8.669,-5.09,95631.3,308381.0,3511,409,4900.9,3.5,4,48,10.0,True,1.0
mixed,3.346,-14.62,1.684,103343.0,311458.0,3492,409,4324.6,3.5,4,48,10.0,True,2.0
range,15.863,-4.05,20.032,115863.0,210797.0,4137,409,5757.3,3.5,4,48,10.0,True,2.0
mixed,8.281,-10.758,3.903,108277.8,299287.0,3781,409,4743.6,3.5,4,48,10.0,True,3.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,3.5,4,48,10.0,True,3.0
mixed,21.626,-6.543,13.382,121622.5,107846.0,1978,205,2651.3,3.5,4,96,3.0,False,1.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,3.5,4,96,3.0,False,1.0
mixed,21.626,-6.543,13.382,121622.5,107846.0,1978,205,2651.3,3.5,4,96,3.0,False,2.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,3.5,4,96,3.0,False,2.0
mixed,21.626,-6.543,13.382,121622.5,107846.0,1978,205,2651.3,3.5,4,96,3.0,False,3.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,3.5,4,96,3.0,False,3.0
mixed,30.056,-7.841,14.14,130052.4,192624.0,2085,205,2782.6,3.5,4,96,6.0,False,3.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,3.5,4,96,6.0,False,3.0
mixed,-16.006,-19.442,-9.705,83990.9,193349.0,1413,200,1792.5,3.5,4,96,6.0,True,1.0
range,-1.52,-4.394,-2.645,98479.4,187624.0,1815,204,2525.1,3.5,4,96,6.0,True,1.0
mixed,-6.717,-10.299,-3.305,93280.4,205743.0,1757,205,2218.5,3.5,4,96,6.0,True,2.0
range,7.944,-2.297,12.218,107944.1,171620.0,2179,205,3005.1,3.5,4,96,6.0,True,2.0
mixed,5.497,-8.234,3.164,105493.6,187477.0,1902,205,2464.5,3.5,4,96,6.0,True,3.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,3.5,4,96,6.0,True,3.0
mixed,29.231,-7.841,13.758,129227.2,212138.0,2121,205,2820.0,3.5,4,96,10.0,False,1.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,3.5,4,96,10.0,False,1.0
mixed,29.231,-7.841,13.758,129227.2,212138.0,2121,205,2820.0,3.5,4,96,10.0,False,2.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,3.5,4,96,10.0,False,2.0
mixed,29.231,-7.841,13.758,129227.2,212138.0,2121,205,2820.0,3.5,4,96,10.0,False,3.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,3.5,4,96,10.0,False,3.0
mixed,-20.496,-24.092,-11.479,79501.1,250325.0,1480,205,1859.6,3.5,4,96,10.0,True,1.0
range,2.427,-4.355,3.942,102427.2,292106.0,1905,205,2630.3,3.5,4,96,10.0,True,1.0
mixed,-6.756,-10.535,-3.243,93240.7,286530.0,1824,205,2296.6,3.5,4,96,10.0,True,2.0
range,8.999,-2.24,13.431,108998.9,250414.0,2239,205,3091.8,3.5,4,96,10.0,True,2.0
mixed,8.184,-8.886,4.49,108180.5,285070.0,1946,205,2514.8,3.5,4,96,10.0,True,3.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,3.5,4,96,10.0,True,3.0
mixed,15.202,-5.167,8.993,115198.4,101570.0,1000,103,1306.5,3.5,4,192,3.0,False,1.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,3.5,4,192,3.0,False,1.0
mixed,15.202,-5.167,8.993,115198.4,101570.0,1000,103,1306.5,3.5,4,192,3.0,False,2.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,3.5,4,192,3.0,False,2.0
mixed,15.202,-5.167,8.993,115198.4,101570.0,1000,103,1306.5,3.5,4,192,3.0,False,3.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,3.5,4,192,3.0,False,3.0
mixed,2.791,-5.591,2.752,102787.2,109066.0,760,98,920.4,3.5,4,192,3.0,True,1.0
range,-1.316,-3.519,-3.054,98683.9,88229.0,933,102,1301.5,3.5,4,192,3.0,True,1.0
mixed,-1.815,-6.694,-1.016,98182.2,115590.0,871,97,1061.6,3.5,4,192,3.0,True,2.0
range,5.089,-1.906,12.176,105088.5,97843.0,1078,103,1503.2,3.5,4,192,3.0,True,2.0
mixed,1.709,-5.896,1.411,101705.7,113514.0,923,97,1173.4,3.5,4,192,3.0,True,3.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,3.5,4,192,3.0,True,3.0
mixed,24.054,-6.308,11.428,124050.8,206554.0,1145,103,1473.0,3.5,4,192,6.0,False,1.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,3.5,4,192,6.0,False,1.0
mixed,24.054,-6.308,11.428,124050.8,206554.0,1145,103,1473.0,3.5,4,192,6.0,False,2.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,3.5,4,192,6.0,False,2.0
mixed,24.054,-6.308,11.428,124050.8,206554.0,1145,103,1473.0,3.5,4,192,6.0,False,3.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,3.5,4,192,6.0,False,3.0
mixed,-3.071,-8.532,-2.199,96925.3,185030.0,827,101,1002.6,3.5,4,192,6.0,True,1.0
range,-1.421,-3.868,-3.335,98579.1,126270.0,982,103,1351.8,3.5,4,192,6.0,True,1.0
mixed,-1.86,-7.753,-0.983,98137.5,204833.0,995,99,1203.7,3.5,4,192,6.0,True,2.0
range,5.372,-1.668,12.194,105372.0,146685.0,1182,103,1631.9,3.5,4,192,6.0,True,2.0
mixed,2.612,-8.045,1.941,102608.5,205481.0,1046,100,1271.6,3.5,4,192,6.0,True,3.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,3.5,4,192,6.0,True,3.0
mixed,28.545,-6.103,12.847,128541.1,319414.0,1192,103,1540.4,3.5,4,192,10.0,False,1.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,3.5,4,192,10.0,False,1.0
mixed,28.545,-6.103,12.847,128541.1,319414.0,1192,103,1540.4,3.5,4,192,10.0,False,2.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,3.5,4,192,10.0,False,2.0
mixed,28.545,-6.103,12.847,128541.1,319414.0,1192,103,1540.4,3.5,4,192,10.0,False,3.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,3.5,4,192,10.0,False,3.0
mixed,-11.458,-23.496,-4.787,88543.4,152931.0,5292,409,6136.3,3.5,6,48,3.0,False,3.0
range,19.79,-2.302,26.25,119789.5,124448.0,5459,409,7128.5,3.5,6,48,3.0,False,3.0
mixed,0.625,-26.185,0.632,100620.7,177104.0,3650,378,4223.3,3.5,6,48,3.0,True,1.0
range,-3.359,-6.282,-4.313,96640.7,133012.0,4536,402,5937.4,3.5,6,48,3.0,True,1.0
mixed,2.248,-14.633,1.324,102249.5,161706.0,4649,399,5248.5,3.5,6,48,3.0,True,2.0
range,18.08,-2.061,23.959,118079.9,128723.0,5386,409,7039.4,3.5,6,48,3.0,True,2.0
mixed,9.617,-11.121,4.471,109619.4,158278.0,4987,404,5680.6,3.5,6,48,3.0,True,3.0
range,19.79,-2.302,26.25,119789.5,124448.0,5459,409,7128.5,3.5,6,48,3.0,True,3.0
mixed,38.461,-17.601,12.311,138463.9,223651.0,5684,409,6513.2,3.5,6,48,6.0,False,1.0
range,23.61,-2.997,26.61,123609.5,190824.0,5829,409,7484.6,3.5,6,48,6.0,False,1.0
mixed,38.461,-17.601,12.311,138463.9,223651.0,5684,409,6513.2,3.5,6,48,6.0,False,2.0
range,23.61,-2.997,26.61,123609.5,190824.0,5829,409,7484.6,3.5,6,48,6.0,False,2.0
mixed,38.461,-17.601,12.311,138463.9,223651.0,5684,409,6513.2,3.5,6,48,6.0,False,3.0
range,23.61,-2.997,26.61,123609.5,190824.0,5829,409,7484.6,3.5,6,48,6.0,False,3.0
mixed,0.205,-21.531,0.487,100201.1,198060.0,3883,391,4407.9,3.5,6,48,6.0,True,1.0
range,-7.602,-9.993,-8.204,92398.0,231275.0,4869,403,6289.3,3.5,6,48,6.0,True,1.0
mixed,20.125,-13.216,7.063,120127.4,246869.0,4986,406,5503.0,3.5,6,48,6.0,True,2.0
range,19.398,-4.388,22.026,119398.1,184639.0,5759,409,7378.9,3.5,6,48,6.0,True,2.0
mixed,29.634,-16.094,10.141,129636.1,249608.0,5346,408,5961.2,3.5,6,48,6.0,True,3.0
range,23.61,-2.997,26.61,123609.5,190824.0,5829,409,7484.6,3.5,6,48,6.0,True,3.0
mixed,54.81,-20.882,14.238,154812.7,298876.0,5880,409,6712.3,3.5,6,48,10.0,False,1.0
range,24.159,-2.997,26.453,124158.2,272678.0,5953,409,7652.3,3.5,6,48,10.0,False,1.0
mixed,54.81,-20.882,14.238,154812.7,298876.0,5880,409,6712.3,3.5,6,48,10.0,False,2.0
